,2P,2P%,2PA,3P,3P%,3PA,AST,Age,BLK,DRB,FG,FG%,FGA,FT,FT%,FTA,G,GS,Lg,MP,ORB,PF,PTS,Player,Pos,STL,Season,TOV,TRB,Tm,eFG%
158,7191.0,0.51,14100.0,46.0,0.261,176.0,3224.0,,1293.0,3534.0,7237.0,0.507,14276.0,3844.0,0.777,4950.0,836.0,442.0,NBA,28677.0,2067.0,2286.0,18364.0,Dan Issel,,1508.0,11 seasons,2323.0,5601.0,PHI,0.509
159,2697.0,0.516,5231.0,80.0,0.34299999999999997,233.0,1319.0,,521.0,1854.0,2777.0,0.508,5464.0,1470.0,0.789,1863.0,252.0,,ABA,10044.0,884.0,747.0,7104.0,Dan Issel,,583.0,3 seasons,949.0,2738.0,NYA,0.516
160,1796.0,0.5,3590.0,8.0,0.2,40.0,633.0,,127.0,1448.0,1804.0,0.49700000000000005,3630.0,942.0,0.76,1239.0,155.0,,ABA,6506.0,738.0,461.0,4558.0,Dan Issel,,181.0,2 seasons,668.0,2186.0,VIR,0.498
161,471.0,0.45799999999999996,1029.0,,,,329.0,22.0,,,471.0,0.45799999999999996,1029.0,356.0,0.82,434.0,82.0,,NBA,2020.0,,263.0,1298.0,Uļjana Semjonova,PG,,1970-71,,245.0,SDR,0.45799999999999996
162,571.0,0.455,1255.0,,,,393.0,23.0,,,571.0,0.455,1255.0,349.0,0.89,392.0,82.0,,NBA,2538.0,,298.0,1491.0,Uļjana Semjonova,PG,,1971-72,,258.0,HOU,0.455
163,381.0,0.465,820.0,,,,262.0,24.0,,,381.0,0.465,820.0,239.0,0.888,269.0,77.0,,NBA,1697.0,,211.0,1001.0,Uļjana Semjonova,PG,,1972-73,,149.0,HOU,0.465
164,671.0,0.522,1285.0,,,,603.0,25.0,4.0,137.0,671.0,0.522,1285.0,310.0,0.868,357.0,81.0,,NBA,2922.0,51.0,310.0,1652.0,Uļjana Semjonova,PG,157.0,1973-74,,188.0,HOU,0.522
165,557.0,0.484,1152.0,,,,381.0,26.0,4.0,121.0,557.0,0.484,1152.0,341.0,0.883,386.0,78.0,,NBA,2513.0,52.0,281.0,1455.0,Uļjana Semjonova,PG,128.0,1974-75,,173.0,HOU,0.484
166,675.0,0.493,1369.0,,,,596.0,27.0,6.0,157.0,675.0,0.493,1369.0,372.0,0.907,410.0,82.0,,NBA,2995.0,52.0,294.0,1722.0,Uļjana Semjonova,PG,151.0,1975-76,,209.0,HOU,0.493
167,596.0,0.49,1216.0,,,,386.0,28.0,8.0,118.0,596.0,0.49,1216.0,272.0,0.8859999999999999,307.0,82.0,,NBA,2764.0,54.0,281.0,1464.0,Uļjana Semjonova,PG,144.0,1976-77,,172.0,HOU,0.49
168,852.0,0.491,1737.0,,,,259.0,29.0,3.0,107.0,852.0,0.491,1737.0,245.0,0.9179999999999999,267.0,76.0,,NBA,2900.0,57.0,241.0,1949.0,Uļjana Semjonova,SG,112.0,1977-78,173.0,164.0,HOU,0.491
169,707.0,0.496,1424.0,,,,351.0,30.0,6.0,95.0,707.0,0.496,1424.0,246.0,0.9279999999999999,265.0,82.0,,NBA,2941.0,78.0,288.0,1660.0,Uļjana Semjonova,PG,117.0,1978-79,187.0,173.0,HOU,0.496
170,623.0,0.502,1242.0,1.0,0.04,25.0,299.0,31.0,9.0,82.0,624.0,0.493,1267.0,271.0,0.897,302.0,76.0,,NBA,2676.0,68.0,269.0,1520.0,Uļjana Semjonova,SG,143.0,1979-80,162.0,150.0,HOU,0.493
171,524.0,0.496,1057.0,4.0,0.235,17.0,222.0,32.0,6.0,54.0,528.0,0.49200000000000005,1074.0,206.0,0.958,215.0,76.0,,NBA,2014.0,33.0,209.0,1266.0,Uļjana Semjonova,PG,111.0,1980-81,129.0,87.0,HOU,0.493
172,276.0,0.43700000000000006,632.0,1.0,0.063,16.0,163.0,33.0,1.0,41.0,277.0,0.42700000000000005,648.0,100.0,0.909,110.0,64.0,0.0,NBA,1204.0,20.0,142.0,655.0,Uļjana Semjonova,PG,43.0,1981-82,82.0,61.0,HOU,0.428
173,333.0,0.45,740.0,4.0,0.28600000000000003,14.0,158.0,34.0,4.0,40.0,337.0,0.447,754.0,138.0,0.92,150.0,64.0,0.0,NBA,1423.0,34.0,163.0,816.0,Uļjana Semjonova,PG,59.0,1982-83,89.0,74.0,HOU,0.45
174,7237.0,0.484,14958.0,10.0,0.139,72.0,4402.0,,51.0,952.0,7247.0,0.48200000000000004,15030.0,3445.0,0.892,3864.0,1002.0,0.0,NBA,30607.0,499.0,3250.0,17949.0,Uļjana Semjonova,,1165.0,Career,822.0,2103.0,,0.483
175,938.0,0.518,1810.0,,,,337.0,22.0,,,938.0,0.518,1810.0,485.0,0.653,743.0,82.0,,NBA,3534.0,,283.0,2361.0,Anne Donovan,C,,1969-70,,1190.0,MIL,0.518
176,1063.0,0.5770000000000001,1843.0,,,,272.0,23.0,,,1063.0,0.5770000000000001,1843.0,470.0,0.69,681.0,82.0,,NBA,3288.0,,264.0,2596.0,Anne Donovan,C,,1970-71,,1311.0,MIL,0.5770000000000001
177,1159.0,0.574,2019.0,,,,370.0,24.0,,,1159.0,0.574,2019.0,504.0,0.6890000000000001,732.0,81.0,,NBA,3583.0,,235.0,2822.0,Anne Donovan,C,,1971-72,,1346.0,MIL,0.574
178,982.0,0.5539999999999999,1772.0,,,,379.0,25.0,,,982.0,0.5539999999999999,1772.0,328.0,0.713,460.0,76.0,,NBA,3254.0,,208.0,2292.0,Anne Donovan,C,,1972-73,,1224.0,MIL,0.5539999999999999
179,948.0,0.539,1759.0,,,,386.0,26.0,283.0,891.0,948.0,0.539,1759.0,295.0,0.7020000000000001,420.0,81.0,,NBA,3548.0,287.0,238.0,2191.0,Anne Donovan,C,112.0,1973-74,,1178.0,MIL,0.539
180,812.0,0.513,1584.0,,,,264.0,27.0,212.0,718.0,812.0,0.513,1584.0,325.0,0.763,426.0,65.0,,NBA,2747.0,194.0,205.0,1949.0,Anne Donovan,C,65.0,1974-75,,912.0,MIL,0.513
181,914.0,0.529,1728.0,,,,413.0,28.0,338.0,1111.0,914.0,0.529,1728.0,447.0,0.703,636.0,82.0,,NBA,3379.0,272.0,292.0,2275.0,Anne Donovan,C,119.0,1975-76,,1383.0,LAL,0.529
182,888.0,0.579,1533.0,,,,319.0,29.0,261.0,824.0,888.0,0.579,1533.0,376.0,0.701,536.0,82.0,,NBA,3016.0,266.0,262.0,2152.0,Anne Donovan,C,101.0,1976-77,,1090.0,LAL,0.579
183,663.0,0.55,1205.0,,,,269.0,30.0,185.0,615.0,663.0,0.55,1205.0,274.0,0.7829999999999999,350.0,62.0,,NBA,2265.0,186.0,182.0,1600.0,Anne Donovan,C,103.0,1977-78,208.0,801.0,LAL,0.55
184,777.0,0.5770000000000001,1347.0,,,,431.0,31.0,316.0,818.0,777.0,0.5770000000000001,1347.0,349.0,0.736,474.0,80.0,,NBA,3157.0,207.0,230.0,1903.0,Anne Donovan,C,76.0,1978-79,282.0,1025.0,LAL,0.5770000000000001
185,835.0,0.604,1382.0,0.0,0.0,1.0,371.0,32.0,280.0,696.0,835.0,0.604,1383.0,364.0,0.765,476.0,82.0,,NBA,3143.0,190.0,216.0,2034.0,Anne Donovan,C,81.0,1979-80,297.0,886.0,LAL,0.604
186,836.0,0.574,1456.0,0.0,0.0,1.0,272.0,33.0,228.0,624.0,836.0,0.574,1457.0,423.0,0.7659999999999999,552.0,80.0,,NBA,2976.0,197.0,244.0,2095.0,Anne Donovan,C,59.0,1980-81,249.0,821.0,LAL,0.574
187,753.0,0.58,1298.0,0.0,0.0,3.0,225.0,34.0,207.0,487.0,753.0,0.579,1301.0,312.0,0.706,442.0,76.0,76.0,NBA,2677.0,172.0,224.0,1818.0,Anne Donovan,C,63.0,1981-82,230.0,659.0,LAL,0.579
188,722.0,0.589,1226.0,0.0,0.0,2.0,200.0,35.0,170.0,425.0,722.0,0.588,1228.0,278.0,0.7490000000000001,371.0,79.0,79.0,NBA,2554.0,167.0,220.0,1722.0,Anne Donovan,C,61.0,1982-83,200.0,592.0,LAL,0.588
189,716.0,0.579,1237.0,0.0,0.0,1.0,211.0,36.0,143.0,418.0,716.0,0.578,1238.0,285.0,0.723,394.0,80.0,80.0,NBA,2622.0,169.0,211.0,1717.0,Anne Donovan,C,55.0,1983-84,221.0,587.0,LAL,0.578
190,723.0,0.6,1206.0,0.0,0.0,1.0,249.0,37.0,162.0,460.0,723.0,0.599,1207.0,289.0,0.732,395.0,79.0,79.0,NBA,2630.0,162.0,238.0,1735.0,Anne Donovan,C,63.0,1984-85,197.0,622.0,LAL,0.599
191,755.0,0.565,1336.0,0.0,0.0,2.0,280.0,38.0,130.0,345.0,755.0,0.564,1338.0,336.0,0.765,439.0,79.0,79.0,NBA,2629.0,133.0,248.0,1846.0,Anne Donovan,C,67.0,1985-86,203.0,478.0,LAL,0.564
192,559.0,0.565,990.0,1.0,0.33299999999999996,3.0,203.0,39.0,97.0,371.0,560.0,0.564,993.0,245.0,0.7140000000000001,343.0,78.0,78.0,NBA,2441.0,152.0,245.0,1366.0,Anne Donovan,C,49.0,1986-87,186.0,523.0,LAL,0.564
193,480.0,0.532,902.0,0.0,0.0,1.0,135.0,40.0,92.0,360.0,480.0,0.532,903.0,205.0,0.762,269.0,80.0,80.0,NBA,2308.0,118.0,216.0,1165.0,Anne Donovan,C,48.0,1987-88,159.0,478.0,LAL,0.532
194,313.0,0.47700000000000004,656.0,0.0,0.0,3.0,74.0,41.0,85.0,231.0,313.0,0.475,659.0,122.0,0.7390000000000001,165.0,74.0,74.0,NBA,1695.0,103.0,196.0,748.0,Anne Donovan,C,38.0,1988-89,95.0,334.0,LAL,0.475
195,15836.0,0.56,28289.0,1.0,0.055999999999999994,18.0,5660.0,,3189.0,9394.0,15837.0,0.5589999999999999,28307.0,6712.0,0.721,9304.0,1560.0,625.0,NBA,57446.0,2975.0,4657.0,38387.0,Anne Donovan,,1160.0,Career,2527.0,17440.0,,0.5589999999999999
196,,,,,,,,,,,,,,,,,,,,,,,,Anne Donovan,,,,,,,
197,9934.0,0.568,17502.0,1.0,0.055999999999999994,18.0,3652.0,,2694.0,7785.0,9935.0,0.5670000000000001,17520.0,4305.0,0.737,5842.0,1093.0,625.0,NBA,37492.0,2494.0,3224.0,24176.0,Anne Donovan,,983.0,14 seasons,2527.0,10279.0,LAL,0.5670000000000001
198,5902.0,0.547,10787.0,,,,2008.0,,495.0,1609.0,5902.0,0.547,10787.0,2407.0,0.695,3462.0,467.0,,NBA,19954.0,481.0,1433.0,14211.0,Anne Donovan,,177.0,6 seasons,,7161.0,MIL,0.547
199,,,,,,,103.0,22.0,,,203.0,0.40399999999999997,503.0,103.0,0.691,149.0,65.0,,NBA,1008.0,,103.0,509.0,Nancy Lieberman,SG,,1965-66,,130.0,LAL,
200,,,,,,,210.0,23.0,,,352.0,0.45399999999999996,776.0,253.0,0.7509999999999999,337.0,77.0,,NBA,1780.0,,194.0,957.0,Nancy Lieberman,SG,,1966-67,,251.0,LAL,
201,,,,,,,205.0,24.0,,,395.0,0.486,812.0,302.0,0.77,392.0,79.0,,NBA,2057.0,,228.0,1092.0,Nancy Lieberman,SG,,1967-68,,199.0,LAL,
202,,,,,,,518.0,25.0,,,718.0,0.41100000000000003,1746.0,495.0,0.747,663.0,81.0,,NBA,3236.0,,253.0,1931.0,Nancy Lieberman,PG,,1968-69,,437.0,PHO,
203,,,,,,,605.0,26.0,,,568.0,0.45399999999999996,1251.0,488.0,0.8079999999999999,604.0,81.0,,NBA,3234.0,,251.0,1624.0,Nancy Lieberman,PG,,1969-70,,340.0,PHO,
204,,,,,,,380.0,27.0,,,558.0,0.475,1174.0,264.0,0.77,343.0,79.0,,NBA,2808.0,,258.0,1380.0,Nancy Lieberman,SG,,1970-71,,260.0,LAL,
205,,,,,,,365.0,28.0,,,826.0,0.48700000000000004,1695.0,475.0,0.85,559.0,82.0,,NBA,3040.0,,210.0,2127.0,Nancy Lieberman,SG,,1971-72,,295.0,LAL,
206,,,,,,,332.0,29.0,,,750.0,0.46399999999999997,1615.0,314.0,0.84,374.0,76.0,,NBA,2697.0,,193.0,1814.0,Nancy Lieberman,SG,,1972-73,,263.0,LAL,
207,,,,,,,427.0,30.0,12.0,155.0,784.0,0.442,1773.0,508.0,0.8640000000000001,588.0,82.0,,NBA,3061.0,95.0,227.0,2076.0,Nancy Lieberman,SG,126.0,1973-74,,250.0,LAL,
208,,,,,,,420.0,31.0,6.0,123.0,656.0,0.45899999999999996,1429.0,318.0,0.841,378.0,72.0,,NBA,2668.0,96.0,214.0,1630.0,Nancy Lieberman,SG,102.0,1974-75,,219.0,LAL,
209,,,,,,,421.0,32.0,17.0,120.0,583.0,0.441,1321.0,293.0,0.847,346.0,75.0,,NBA,2646.0,94.0,238.0,1459.0,Nancy Lieberman,SG,123.0,1975-76,,214.0,LAL,
210,,,,,,,74.0,33.0,2.0,36.0,136.0,0.446,305.0,68.0,0.8,85.0,27.0,,NBA,609.0,25.0,43.0,340.0,Nancy Lieberman,SG,22.0,1976-77,,61.0,NOJ,
211,,,,,,,388.0,34.0,22.0,102.0,520.0,0.495,1050.0,264.0,0.795,332.0,81.0,,NBA,2553.0,75.0,186.0,1304.0,Nancy Lieberman,SG,82.0,1977-78,205.0,177.0,NOJ,
212,,,,,,,357.0,35.0,13.0,115.0,382.0,0.449,850.0,174.0,0.853,204.0,74.0,,NBA,2130.0,68.0,177.0,938.0,Nancy Lieberman,SG,90.0,1978-79,185.0,183.0,NOJ,
213,,,,,,,4805.0,,72.0,651.0,7431.0,0.456,16300.0,4319.0,0.807,5354.0,1031.0,,NBA,33527.0,453.0,2775.0,19181.0,Nancy Lieberman,,545.0,Career,390.0,3279.0,,
214,,,,,,,,,,,,,,,,,,,,,,,,Nancy Lieberman,,,,,,,
215,,,,,,,2863.0,,35.0,398.0,5107.0,0.46,11098.0,2830.0,0.8170000000000001,3466.0,687.0,,NBA,21765.0,285.0,1865.0,13044.0,Nancy Lieberman,,351.0,9 seasons,,2081.0,LAL,
216,,,,,,,819.0,,37.0,253.0,1038.0,0.47100000000000003,2205.0,506.0,0.815,621.0,182.0,,NBA,5292.0,168.0,406.0,2582.0,Nancy Lieberman,,194.0,3 seasons,390.0,421.0,NOJ,
217,,,,,,,1123.0,,,,1286.0,0.429,2997.0,983.0,0.7759999999999999,1267.0,162.0,,NBA,6470.0,,504.0,3555.0,Nancy Lieberman,,,2 seasons,,777.0,PHO,
218,804.0,0.519,1548.0,3.0,0.158,19.0,308.0,21.0,102.0,297.0,807.0,0.515,1567.0,541.0,0.794,681.0,83.0,,ABA,3101.0,228.0,282.0,2158.0,George Yardley,SF,136.0,1975-76,250.0,525.0,DNA,0.516
219,824.0,0.507,1626.0,,,,337.0,22.0,53.0,196.0,824.0,0.507,1626.0,477.0,0.7659999999999999,623.0,82.0,,NBA,3001.0,138.0,236.0,2125.0,George Yardley,SG,114.0,1976-77,,334.0,DEN,0.507
220,826.0,0.521,1584.0,,,,362.0,23.0,99.0,234.0,826.0,0.521,1584.0,520.0,0.778,668.0,80.0,,NBA,3025.0,156.0,213.0,2172.0,George Yardley,SG,92.0,1977-78,245.0,390.0,DEN,0.521
221,693.0,0.512,1353.0,,,,225.0,24.0,82.0,165.0,693.0,0.512,1353.0,439.0,0.753,583.0,76.0,,NBA,2670.0,109.0,180.0,1825.0,George Yardley,SG,70.0,1978-79,186.0,274.0,DEN,0.512
222,282.0,0.47200000000000003,598.0,7.0,0.368,19.0,124.0,25.0,38.0,118.0,289.0,0.46799999999999997,617.0,254.0,0.758,335.0,39.0,,NBA,1239.0,56.0,106.0,839.0,George Yardley,SG,39.0,1979-80,116.0,174.0,DEN,0.474
223,724.0,0.513,1412.0,10.0,0.256,39.0,231.0,26.0,60.0,180.0,734.0,0.506,1451.0,489.0,0.795,615.0,77.0,,NBA,2620.0,107.0,231.0,1967.0,George Yardley,SG,53.0,1980-81,250.0,287.0,DEN,0.509
224,309.0,0.49,630.0,4.0,0.28600000000000003,14.0,117.0,27.0,29.0,91.0,313.0,0.486,644.0,276.0,0.8140000000000001,339.0,61.0,5.0,NBA,1246.0,57.0,149.0,906.0,George Yardley,SG,34.0,1981-82,142.0,148.0,DEN,0.489
225,443.0,0.484,915.0,2.0,0.2,10.0,222.0,28.0,33.0,174.0,445.0,0.48100000000000004,925.0,298.0,0.784,380.0,75.0,64.0,NBA,2155.0,96.0,142.0,1190.0,George Yardley,SG,47.0,1982-83,163.0,270.0,SEA,0.48200000000000004
226,89.0,0.5429999999999999,164.0,0.0,0.0,1.0,13.0,29.0,13.0,26.0,89.0,0.539,165.0,62.0,0.8490000000000001,73.0,19.0,0.0,NBA,349.0,18.0,30.0,240.0,George Yardley,SG,10.0,1983-84,27.0,44.0,SEA,0.539
227,4994.0,0.508,9830.0,26.0,0.255,102.0,1939.0,,509.0,1481.0,5020.0,0.505,9932.0,3356.0,0.7809999999999999,4297.0,592.0,69.0,TOT,19406.0,965.0,1569.0,13422.0,George Yardley,,595.0,Career,1379.0,2446.0,,0.507
228,4190.0,0.506,8282.0,23.0,0.27699999999999997,83.0,1631.0,,407.0,1184.0,4213.0,0.504,8365.0,2815.0,0.778,3616.0,509.0,69.0,NBA,16305.0,737.0,1287.0,11264.0,George Yardley,,459.0,,1129.0,1921.0,,0.505
229,804.0,0.519,1548.0,3.0,0.158,19.0,308.0,,102.0,297.0,807.0,0.515,1567.0,541.0,0.794,681.0,83.0,,ABA,3101.0,228.0,282.0,2158.0,George Yardley,,136.0,,250.0,525.0,,0.516
230,,,,,,,,,,,,,,,,,,,,,,,,George Yardley,,,,,,,
231,4462.0,0.51,8751.0,24.0,0.264,91.0,1704.0,,463.0,1281.0,4486.0,0.507,8842.0,2996.0,0.779,3844.0,498.0,5.0,ABA,16902.0,851.0,1397.0,11992.0,George Yardley,,538.0,7 seasons,1189.0,2132.0,"DNA,DEN",0.509
232,532.0,0.493,1079.0,2.0,0.182,11.0,235.0,,46.0,200.0,534.0,0.49,1090.0,360.0,0.795,453.0,94.0,64.0,NBA,2504.0,114.0,172.0,1430.0,George Yardley,,57.0,2 seasons,190.0,314.0,SEA,0.491
233,,,,,,,99.0,25.0,,,209.0,0.425,492.0,146.0,0.7120000000000001,205.0,63.0,,NBA,1489.0,,166.0,564.0,Joan Crawford,SF,,1953-54,,407.0,FTW,
234,,,,,,,126.0,26.0,,,363.0,0.418,869.0,310.0,0.745,416.0,60.0,,NBA,2150.0,,205.0,1036.0,Joan Crawford,SF,,1954-55,,594.0,FTW,
235,,,,,,,159.0,27.0,,,434.0,0.40700000000000003,1067.0,365.0,0.742,492.0,71.0,,NBA,2353.0,,212.0,1233.0,Joan Crawford,SF,,1955-56,,686.0,FTW,
236,,,,,,,147.0,28.0,,,522.0,0.41,1273.0,503.0,0.787,639.0,72.0,,NBA,2691.0,,231.0,1547.0,Joan Crawford,SF,,1956-57,,755.0,FTW,
237,,,,,,,97.0,29.0,,,673.0,0.414,1624.0,655.0,0.8109999999999999,808.0,72.0,,NBA,2843.0,,226.0,2001.0,Joan Crawford,SF,,1957-58,,768.0,DET,
238,,,,,,,65.0,30.0,,,446.0,0.428,1042.0,317.0,0.779,407.0,61.0,,NBA,1839.0,,159.0,1209.0,Joan Crawford,SF,,1958-59,,431.0,TOT,
239,,,,,,,40.0,30.0,,,350.0,0.415,843.0,258.0,0.816,316.0,46.0,,NBA,1419.0,,122.0,958.0,Joan Crawford,SF,,1958-59,,327.0,DET,
240,,,,,,,25.0,30.0,,,96.0,0.48200000000000004,199.0,59.0,0.648,91.0,15.0,,NBA,420.0,,37.0,251.0,Joan Crawford,SF,,1958-59,,104.0,SYR,
241,,,,,,,122.0,31.0,,,546.0,0.45299999999999996,1205.0,381.0,0.816,467.0,73.0,,NBA,2402.0,,227.0,1473.0,Joan Crawford,SF,,1959-60,,579.0,SYR,
242,,,,,,,815.0,,,,3193.0,0.42200000000000004,7572.0,2677.0,0.78,3434.0,472.0,,NBA,15767.0,,1426.0,9063.0,Joan Crawford,,,Career,,4220.0,,
243,,,,,,,,,,,,,,,,,,,,,,,,Joan Crawford,,,,,,,
244,,,,,,,668.0,,,,2551.0,0.414,6168.0,2237.0,0.778,2876.0,384.0,,NBA,12945.0,,1162.0,7339.0,Joan Crawford,,,6 seasons,,3537.0,"FTW,DET",
245,,,,,,,147.0,,,,642.0,0.457,1404.0,440.0,0.789,558.0,88.0,,NBA,2822.0,,264.0,1724.0,Joan Crawford,,,2 seasons,,683.0,SYR,
246,132.0,0.47700000000000004,277.0,,,,25.0,23.0,18.0,100.0,132.0,0.47700000000000004,277.0,46.0,0.767,60.0,60.0,,NBA,648.0,68.0,78.0,310.0,Bailey Howell,SF,17.0,1976-77,,168.0,MIL,0.47700000000000004
247,343.0,0.542,633.0,,,,129.0,24.0,55.0,251.0,343.0,0.542,633.0,104.0,0.727,143.0,82.0,,NBA,1552.0,144.0,178.0,790.0,Bailey Howell,SF,41.0,1977-78,137.0,395.0,MIL,0.542
248,563.0,0.511,1102.0,,,,271.0,25.0,78.0,402.0,563.0,0.511,1102.0,173.0,0.752,230.0,81.0,,NBA,2696.0,253.0,214.0,1299.0,Bailey Howell,SF,70.0,1978-79,196.0,655.0,IND,0.511
249,551.0,0.498,1107.0,2.0,0.33299999999999996,6.0,224.0,26.0,62.0,336.0,553.0,0.49700000000000005,1113.0,210.0,0.789,266.0,78.0,,NBA,2401.0,269.0,206.0,1318.0,Bailey Howell,SF,73.0,1979-80,214.0,605.0,TOT,0.498
250,346.0,0.507,683.0,0.0,0.0,3.0,142.0,26.0,33.0,213.0,346.0,0.504,686.0,114.0,0.8140000000000001,140.0,54.0,,NBA,1526.0,167.0,128.0,806.0,Bailey Howell,SF,45.0,1979-80,124.0,380.0,IND,0.504
251,205.0,0.483,424.0,2.0,0.667,3.0,82.0,26.0,29.0,123.0,207.0,0.485,427.0,96.0,0.762,126.0,24.0,,NBA,875.0,102.0,78.0,512.0,Bailey Howell,SF,28.0,1979-80,90.0,225.0,DEN,0.48700000000000004
252,765.0,0.494,1550.0,3.0,0.6,5.0,290.0,27.0,100.0,373.0,768.0,0.494,1555.0,390.0,0.85,459.0,81.0,,NBA,3093.0,273.0,255.0,1929.0,Bailey Howell,SF,106.0,1980-81,241.0,646.0,DEN,0.495
253,855.0,0.5529999999999999,1545.0,0.0,0.0,8.0,433.0,28.0,120.0,348.0,855.0,0.551,1553.0,372.0,0.84,443.0,82.0,82.0,NBA,3015.0,210.0,261.0,2082.0,Bailey Howell,SF,87.0,1981-82,261.0,558.0,DEN,0.551
254,957.0,0.519,1845.0,2.0,0.16699999999999998,12.0,397.0,29.0,126.0,338.0,959.0,0.516,1857.0,406.0,0.8290000000000001,490.0,82.0,82.0,NBA,2988.0,263.0,235.0,2326.0,Bailey Howell,SF,116.0,1982-83,263.0,601.0,DEN,0.517
255,906.0,0.531,1707.0,1.0,0.14300000000000002,7.0,406.0,30.0,95.0,248.0,907.0,0.529,1714.0,352.0,0.8240000000000001,427.0,82.0,77.0,NBA,2870.0,216.0,252.0,2167.0,Bailey Howell,SF,83.0,1983-84,222.0,464.0,DEN,0.529
256,938.0,0.519,1807.0,1.0,0.2,5.0,344.0,31.0,46.0,255.0,939.0,0.518,1812.0,383.0,0.8290000000000001,462.0,81.0,81.0,NBA,2924.0,203.0,259.0,2262.0,Bailey Howell,SF,101.0,1984-85,251.0,458.0,DEN,0.518
257,950.0,0.505,1883.0,1.0,0.2,5.0,320.0,32.0,29.0,213.0,951.0,0.504,1888.0,511.0,0.862,593.0,81.0,81.0,NBA,3024.0,192.0,235.0,2414.0,Bailey Howell,SF,73.0,1985-86,249.0,405.0,DEN,0.504
258,961.0,0.504,1905.0,4.0,0.267,15.0,422.0,33.0,21.0,198.0,965.0,0.503,1920.0,411.0,0.8440000000000001,487.0,82.0,82.0,NBA,3085.0,146.0,216.0,2345.0,Bailey Howell,SF,73.0,1986-87,214.0,344.0,DEN,0.504
259,843.0,0.496,1698.0,0.0,0.0,6.0,377.0,34.0,23.0,207.0,843.0,0.495,1704.0,314.0,0.828,379.0,80.0,80.0,NBA,2818.0,166.0,193.0,2000.0,Bailey Howell,SF,70.0,1987-88,181.0,373.0,DEN,0.495
260,922.0,0.49200000000000005,1873.0,2.0,0.25,8.0,383.0,35.0,12.0,178.0,924.0,0.491,1881.0,325.0,0.858,379.0,82.0,82.0,NBA,2990.0,148.0,174.0,2175.0,Bailey Howell,SF,66.0,1988-89,198.0,326.0,DEN,0.49200000000000005
261,633.0,0.491,1288.0,2.0,0.4,5.0,225.0,36.0,23.0,167.0,635.0,0.491,1293.0,161.0,0.88,183.0,80.0,80.0,NBA,2211.0,119.0,130.0,1433.0,Bailey Howell,SF,51.0,1989-90,93.0,286.0,DEN,0.49200000000000005
262,322.0,0.439,733.0,0.0,0.0,1.0,105.0,37.0,25.0,146.0,322.0,0.439,734.0,119.0,0.85,140.0,79.0,26.0,NBA,1748.0,108.0,141.0,763.0,Bailey Howell,SF,40.0,1990-91,101.0,254.0,DAL,0.439
263,10641.0,0.508,20953.0,18.0,0.217,83.0,4351.0,,833.0,3760.0,10659.0,0.507,21036.0,4277.0,0.8320000000000001,5141.0,1193.0,753.0,NBA,38063.0,2778.0,3027.0,25613.0,Bailey Howell,,1067.0,Career,2821.0,6538.0,,0.507
264,,,,,,,,,,,,,,,,,,,,,,,,Bailey Howell,,,,,,,
265,8935.0,0.51,17525.0,18.0,0.228,79.0,3679.0,,624.0,2648.0,8953.0,0.509,17604.0,3721.0,0.84,4428.0,837.0,727.0,NBA,29893.0,2038.0,2288.0,21645.0,Bailey Howell,,854.0,11 seasons,2263.0,4686.0,DEN,0.509
266,475.0,0.522,910.0,,,,154.0,,73.0,351.0,475.0,0.522,910.0,150.0,0.7390000000000001,203.0,142.0,,NBA,2200.0,212.0,256.0,1100.0,Bailey Howell,,58.0,2 seasons,137.0,563.0,MIL,0.522
267,909.0,0.509,1785.0,0.0,0.0,3.0,413.0,,111.0,615.0,909.0,0.508,1788.0,287.0,0.7759999999999999,370.0,135.0,,NBA,4222.0,420.0,342.0,2105.0,Bailey Howell,,115.0,2 seasons,320.0,1035.0,IND,0.508
268,322.0,0.439,733.0,0.0,0.0,1.0,105.0,,25.0,146.0,322.0,0.439,734.0,119.0,0.85,140.0,79.0,26.0,NBA,1748.0,108.0,141.0,763.0,Bailey Howell,,40.0,1 season,101.0,254.0,DAL,0.439
269,,,,,,,63.0,23.0,,,510.0,0.456,1119.0,312.0,0.7390000000000001,422.0,75.0,,NBA,2346.0,,282.0,1332.0,Larry Bird,PF,,1959-60,,790.0,DET,
270,,,,,,,196.0,24.0,,,607.0,0.469,1293.0,601.0,0.753,798.0,77.0,,NBA,2952.0,,297.0,1815.0,Larry Bird,PF,,1960-61,,1111.0,DET,
271,,,,,,,186.0,25.0,,,553.0,0.46399999999999997,1193.0,470.0,0.768,612.0,79.0,,NBA,2857.0,,317.0,1576.0,Larry Bird,SF,,1961-62,,996.0,DET,
272,,,,,,,232.0,26.0,,,637.0,0.516,1235.0,519.0,0.7979999999999999,650.0,79.0,,NBA,2971.0,,300.0,1793.0,Larry Bird,SF,,1962-63,,910.0,DET,
273,,,,,,,205.0,27.0,,,598.0,0.47200000000000003,1267.0,470.0,0.809,581.0,77.0,,NBA,2700.0,,290.0,1666.0,Larry Bird,SF,,1963-64,,776.0,DET,
274,,,,,,,208.0,28.0,,,515.0,0.495,1040.0,504.0,0.8009999999999999,629.0,80.0,,NBA,2975.0,,345.0,1534.0,Larry Bird,PF,,1964-65,,869.0,BAL,
